Gene Name Interactor A	Gene Name Interactor B
JUN	MB21D2
JUN	SMAP1
DAZAP1	SF1
NPM1	HIST1H1E
TMPO	BRD1
OTUB1	TCEA1
DDX41	PLRG1
JUN	PGK1
JUN	GOT2
JUN	TRMT2A
JUN	MICU2
TINF2	TUBB2A
JUN	XRN1
JUN	TARS2
FOXP1	CUX1
JUN	KIFC1
JUN	GNL3
JUN	SPATA5L1
JUN	CALD1
JUN	UTP14A
DDX41	HNRNPH2
JUN	COX2
NFKB1	ADSL
JUN	RBM4
NFKB1	ACTBL2
TEPSIN	SF3B1
TEPSIN	HNRNPC
TCTE1	OGT
SF1	DDX5
CCDC13	ANAPC1
DDX41	PRPF31
JUN	HPRT1
JUN	SRSF11
JUN	MRI1
FOXK2	FOXK2
JUN	DDX23
JUN	WDR18
DDX41	SRSF12
CCDC30	BRAP
JUN	SRP14
JUN	HNRNPUL1
OTUB1	STMN1
JUN	PBDC1
JUN	NOC4L
DDX41	CTNNBL1
MTNR1B	SLC2A3
JUN	TMEM109
JUN	LDHA
JUN	TUBB2B
JUN	GLUD1
SF1	PPIH
JUN	GSR
DDX41	HNRNPA2B1
SF1	DHX15
JUN	EIF5A
OTUB1	DNAJA1
TCTE1	DST
JUN	C1orf35
TCTE1	MIS18A
ZEB2	MBD3
JUN	TUBB6
OTUB1	TARDBP
NOM1	TUBA1C
SF1	SART1
HAVCR2	LCP2
MTNR1A	EMD
OTUB1	AIMP2
JUN	TUBGCP2
CLPP	NDUFA4
MTNR1B	UBR4
OTUB1	ATIC
OTUB1	STIP1
OTUB1	SFN
JUN	WDR83
JUN	PELO
CLPP	QRSL1
OTUB1	UQCRC1
POC1A	PLEKHA5
GATA3	PRMT5
JUN	VIM
TACC3	CUX1
OTUB1	LSM3
TCTE1	ARGLU1
JUN	SNRNP70
JUN	RPL34
JUN	RORC
CDH4	MTNR1B
JUN	PYM1
MPDZ	MTNR1A
JUN	C7orf50
JUN	NUDT16L1
PLCG1	CD244
OTUB1	SSR4
OTUB1	BCAP31
CALY	AP1G1
FASTKD3	MCCC2
JUN	MECP2
JUN	SMARCA4
JUN	SMARCA2
CLPP	CDS2
STX17	VPS39
JUN	SSR4
JUN	RPS17
JUN	RBM4B
JUN	DDX50
JUN	GRWD1
JUN	TRIR
JUN	CMSS1
OTUB1	PIN1
OTUB1	SET
SAMD9	EOGT
SF1	PRPF31
NINL	CNTRL
TCTE1	NCAPH
FOXO1	CUX1
NFKB1	ALDH5A1
JUN	SNRPB2
EPS15	MTNR1A
OTUB1	CALM1
MTA3	PADI6
JUN	UBE2O
JUN	CYC1
OTUB1	RRM1
HAVCR2	VAV1
JUN	DAP3
FASTKD3	HSPD1
JUN	HSP90AB1
JUN	SRPRA
JUN	ASNS
JUN	PCNA
DDX41	HNRNPR
OTUB1	HDGF
NFKB1	ATP1A1
CEP135	LZTS3
SF1	RBMS1
SF1	PCNP
SF1	THOC2
ZEB2	CHD3
OTUB1	RAN
JUN	FXR1
JUN	FXR2
FOXJ2	FOXJ2
POC1A	PFDN6
DDX41	DHX15
JUN	TBC1D4
JUN	KDM1A
CCDC105	BRAP
MTNR1A	GAPDH
FOXA1	FOXA1
HUWE1	VAMP3
ZNF479	BRAP
JUN	HSPA1A
DDX41	SART1
JUN	SLC3A2
TMPO	HSPG2
JUN	PRPSAP2
JUN	DHX16
NFKB1	PCCB
NFKB1	PCCA
NFKB1	ISG15
DDX41	PRPF6
SF1	EIF3C
JUN	CA2
NFKB1	DHRS7B
JUN	ENO1
PAG1	CRK
JUN	NPM1
JUN	GPI
JUN	HSPH1
JUN	MRPS31
JUN	ANP32B
JUN	PSMD8
JUN	DLST
JUN	ZNF592
JUN	GCN1
JUN	LARP4B
JUN	GPX4
NDUFA6	ND5
NDUFA6	ND4
TCTE1	HCFC1
JUN	RNH1
NFKB1	MCCC2
OTUB1	ACLY
ZNF350	MTNR1A
JUN	SYMPK
HNRNPH2	ZSWIM6
JUN	DPF2
NDUFA6	ND3
JUN	CCT5
NDUFA6	ND1
JUN	HDAC2
NDUFA6	ND2
CD81	MYH9
UBQLN1	MTNR1A
CDC16	MTNR1B
MTA1	KIF11
JUN	CSNK1D
JUN	IDH2
TMEM63B	ATP5F1EP2
JUN	EEF2
DDX41	SRSF8
JUN	CSNK1A1
NFKB1	HIST1H2AE
JUN	DDX1
NDUFA6	NDUFS8
SLAMF1	BECN1
MICA	POT1
POC1A	DDX3Y
JUN	H1FX
JUN	MRPS27
TVP23B	MTNR1A
POC1A	CCT2
CAT	GNAS
JUN	LCP1
DDX41	SRRM2
JUN	ATP5PO
HTR3D	HTR3A
JUN	SRP72
OTUB1	LDHB
POC1A	LTV1
OTUB1	SLC16A1
JUN	MOGS
ANAPC15	CFAP97
IL12B	IL23R
JUN	RSL1D1
UBA1	NA
NOM1	TUBB
JUN	PRKAR2A
JUN	GYS1
JUN	ETFA
MTNR1A	FN1
JUN	STIM1
JUN	SNW1
JUN	DCTN2
JUN	CAMK2D
JUN	SNX1
JUN	CUL4A
JUN	PWP1
OTUB1	SSH3
DDX41	DDX23
JUN	KRR1
TCTE1	ZC3H14
JUN	FHL3
JUN	FHL1
FKBP1A	FKBP1B
OTUB1	BAG6
NFKB1	GAPDH
JUN	ATP5F1B
CHMP5	CDK13
BAX	RTL10
AXIN2	TGIF1
CDK8	HIST1H3A
OTUB1	RANGAP1
JUN	DDX17
JUN	KIFAP3
JUN	RAD50
JUN	CUX1
DDX41	RBM25
CNTRL	UNC45A
JUN	CDK1
POC1A	MIIP
JUN	BYSL
JUN	SMARCD2
JUN	UPF1
NR1H4	SREBF2
JUN	TUBB2A
JUN	BLMH
JUN	EMG1
JUN	EXOSC2
OTUB1	COPA
OTUB1	COPB1
SF1	COL8A1
DDX41	LUC7L3
JUN	SPTAN1
DDX41	ZRANB2
JUN	FAM98B
OTUB1	CRKL
RPGRIP1L	GCOM1
JUN	ARCN1
JUN	PIP4K2A
OTUB1	UBE2E2
ERLIN1	AMFR
POC1A	ATG2B
NFKB1	SFXN1
SF1	ZNF207
JUN	PSMD2
DDX41	POLDIP3
JUN	TRIM28
JUN	CCT6A
JUN	SRSF9
JUN	SRSF5
JUN	SRSF6
JUN	G3BP1
SLC2A3	MTNR1A
EFHC1	BRAP
JUN	MTHFD1L
DDX41	CRNKL1
JUN	SH3D21
JUN	HRAS
JUN	UHRF1BP1
JUN	CHAF1A
JUN	CHAF1B
JUN	MTAP
JUN	IK
JUN	TARDBP
JUN	EIF2B5
JUN	HNRNPA0
JUN	PRDX4
JUN	AIMP2
JUN	CBX3
CLPP	IDH3B
JUN	TUBB3
UBB	BRAP
JUN	TNK1
CLPP	CARS2
JUN	SF3B2
TMPO	CAVIN3
JUN	RPL13A
RBM12	BRAP
CHMP6	CDK13
OTUB1	CCNB1
OTUB1	PKM
OTUB1	HSP90B1
JUN	DYNC1I2
JUN	TCOF1
OTUB1	ATP5MD
PTPN1	ARHGAP39
CD81	SPTBN1
JUN	PABPC4
TCTE1	KDM1A
NFKB1	SLC25A22
MTNR1B	LTBR
MTNR1B	SREBF1
RTL10	BCL2A1
JUN	BRD2
RALGDS	CTNNB1
OTUB1	FUBP3
JUN	CPOX
DDX41	PRPF19
JUN	RPL4
JUN	ATP6V1E1
JUN	ATP5F1C
CLPP	ALAS1
OTUB1	SLC25A1
JUN	ARL1
RBM5	SF1
JUN	RPS12
JUN	RCC1
NFKB1	ANKRD24
OTUB1	ZC3HAV1L
SF1	TENT5C
JUN	PGAM1
JUN	RPL17
HNRNPU	RPL26
ING4	HIST1H2AJ
MYH11	TMEM189-UBE2V1
CTNNB1	AMMECR1
DDX41	CPSF3
OTUB1	ANP32A
JUN	DNAJB1
JUN	MDH2
JUN	MDH1
SF1	HNRNPAB
CDH13	MTNR1B
JUN	LONP1
DDX41	RALY
JUN	RFC3
JUN	RFC5
JUN	HADHA
TNPO3	CHMP2A
JUN	FLII
MET	LAPTM4B
JUN	ECH1
CLPP	COX5A
SLC30A1	MTNR1A
JUN	PSMA4
JUN	PSMA2
NFKB1	TUBB1
JUN	PPP1CC
DDX41	ISY1
JUN	ATP5F1A
EHMT2	COLGALT1
CEP135	BMI1
DDX41	ACIN1
NOM1	ACTB
RTL10	BCL2
OTUB1	FAM136A
OTUB1	HSPE1
DDX41	DDX5
NFKB1	LMNB1
NFKB1	KPNA2
TCTE1	DVL2
JUN	FMR1
CD81	HIP1R
CEP44	ZC2HC1A
MTNR1A	SOX11
TEPSIN	KIF16B
OTUB1	FLYWCH2
HIST1H2AC	MTNR1A
CLTC	RAB11B
OTUB1	KCTD12
MTNR1A	TM9SF1
JUN	IGHA1
SP6	EP300
TEPSIN	TNFAIP1
FOXJ1	FOXJ1
OTUB1	RFX7
FASTKD3	HSD17B10
TEPSIN	IMPDH2
KPNA6	SF1
ASPM	TUBA1C
OTUB1	SYAP1
OTUB1	HSPA9
PIAS2	CHMP1A
ATP6V1C2	MAGEA6
OTUB1	ATP6V1A
POC1A	POC1B
JUN	RING1
CTDSPL2	ATP5F1EP2
OTUB1	LRRC59
GATA3	STK38
OTUB1	FUBP1
MTNR1B	ACTN1
OTUB1	UBE2W
NDUFA6	NDUFS1
NFKB1	HIST1H1C
NFKB1	HIST1H1B
POC1A	LARP1B
JUN	MEF2C
MTNR1A	MYO9A
MTA3	TUBB
UBQLN2	MTNR1B
JUN	MCM3
GATA3	SDAD1
ANAPC15	ZNF512B
MTNR1A	CHD4
CLPP	ACADSB
SYNPO	GNAS
CD81	COA6
JUN	TIMM23B
OTUB1	UCHL3
SF1	SNRPG
SF1	SNRPE
OTUB1	EZR
MYH9	GNAS
JUN	IBA57
FASTKD3	GLS
CD81	PRRC2B
JUN	MYL12A
JUN	HP1BP3
MTNR1A	CUL7
MTNR1A	KPNB1
OTUB1	SLC25A11
POC1A	COMMD4
DDX41	CDK11B
CRKL	NA
OTUB1	MCM6
OTUB1	TTLL12
NFKB1	TUBA1A
JUN	NCL
YIPF5	TAF9
POC1A	CAMSAP1
OTUB1	PDIA3
GATA3	JMJD1C
JUN	SPOUT1
JUN	POLR2E
FASTKD3	SHMT2
JUN	POLR2C
CCDC13	PCM1
RALGDS	KDR
JUN	NDUFV2
OTUB1	PRDX6
OTUB1	ERP29
OTUB1	PRDX5
NAP1L5	MTNR1A
JUN	PRDX1
TANGO6	MTNR1B
REEP5	ATP6
DDX41	THOC2
MTNR1A	HMGN2
RXRB	COX2
OTUB1	FKBP4
NFKB1	RBMX
JUN	LDHB
CNTRL	MAP7D3
AMFR	HMGCR
OTUB1	PNKD
JUN	HNRNPF
JUN	ARHGDIA
MTNR1A	ZNF460
MTNR1B	SYNE2
OTUB1	KPNB1
OTUB1	NOLC1
NFKB1	SEMG1
EHMT2	FLNA
OTUB1	UQCRC2
BCL2L1	RTL10
JUN	P4HB
OTUB1	LAGE3
SF1	PLAGL2
NFKB1	OAT
OTUB1	ADSL
SF1	SRRM2
OTUB1	SRP54
FUBP3	SF1
JUN	ANXA2
OTUB1	P4HB
JUN	H1F0
JUN	CAPZA1
OTUB1	UBE2E3
ERP44	TMEM189-UBE2V1
MTNR1A	CTPS2
OTUB1	LBR
OTUB1	ADSS
MTNR1A	BAZ1A
MYO5C	POC1A
NFKB1	ANXA1
ZNF382	BRAP
NFKB1	CAT
NFKB1	VTN
FASTKD3	PCK2
NASP	MTNR1A
OTUB1	UQCRH
OTUB1	HSP90AA1
EXOC7	LAPTM4B
MTNR1A	COL9A2
OTUB1	NME2
OTUB1	UBA1
JUN	XRCC5
NDUFA6	NDUFA4
MTNR1A	CTNNA1
SF1	CLTC
SF1	SRRT
NFKB1	SYPL2
MTNR1A	UBAP2L
JUN	EXOSC9
MTNR1A	EMC7
FOXP1	HOXC13
OTUB1	PSME3
OTUB1	PAICS
ANAPC15	ANAPC16
NDUFA6	NDUFA13
JUN	GFPT1
MTNR1A	KLHL12
KIF11	HIST1H2BK
OTUB1	PFN1
OTUB1	GART
JUN	FIP1L1
ANAPC15	PRDX1
MTNR1B	EBP
FASTKD3	DAP3
MMGT1	COX2
MAPK6	DNAJA1
RNF123	COL28A1
SIGLECL1	CDK5RAP3
MAPK6	HSPA4
FBXO7	LOC100290651
PPIH	LSM4
TMEM205	RBP4
MAPK6	HSPA8
MAPK6	HSPB1
TMCO3	SREBF2
UBE2A	RPS23
RIPK4	KSR1
SLC39A12	GP1BB
FBXO7	SRSF10
RAC1	SNX31
MIR9-2	MATR3
EPHA2	DUSP18
RIPK4	SQSTM1
GTF2I	ZMYM2
DLD	ACBD3
FOXA1	EIF5A
DLST	AP3D1
GLMN	APPBP2
PRDM14	STRN3
ADGRG5	SIGMAR1
GUCY1B1	MYCBP2
PTPRK	PKP4
GPATCH4	ZNF354A
NIT1	SLC25A27
E2F6	HSPB1
STK16	NCCRP1
SIRT6	CEP131
HYAL4	GAPDHS
LATS2	CCNE1
FBXO7	MED22
MTCH2	HNRNPA2B1
DUSP6	GLT8D1
NKAPD1	CASC3
NPB	PIGR
TSC22D2	KIAA0586
SKP2	MTFR1L
CBX1	WIZ
EGFR	EML6
KLHL40	SLAIN1
RRP8	ZNF800
DARS2	GAPDHS
MCM7	USP15
TRIM14	HAT1
WSB2	DDA1
TLR5	CNPY3
NDEL1	PRPF19
IKBKG	TRIM14
TRIM14	ELP1
MIR199A2	HNRNPA3
SNRPE	CDC40
SPPL2B	ADIPOR1
LIMA1	FAM110B
ESR2	ZNF281
DENND4C	STARD13
RAB2A	HCCS
DLST	H1FX
ESR2	KAT6B
ESR2	CABIN1
P4HA3	FAM171A2
DEFA6	ZFYVE9
ACVRL1	GDF2
BCOR	EMSY
G3BP1	MAGEA4
ESR2	TNPO3
RC3H1	FAU
ESR2	TMEM131
SNRPE	RSRC1
TRIM25	RTN4RL1
TPTE	NUP205
EYA4	RPA2
EYA4	RPA3
RC3H1	FARSA
TRIM14	KHSRP
MIRLET7D	LIN28B
DUSP22	SAMM50
DUSP22	ATXN10
TSC22D2	CCDC144A
IL13RA2	ECPAS
CRYL1	HTT
DPF2	HNRNPAB
IQGAP1	TFIP11
ESR2	SUZ12
ZIC1	LCN2
G3BP1	MAP4
FGF8	PRR3
TPTE	UBXN4
G3BP1	MARS
CDK1	GFAP
SNRPE	CRNKL1
USP21	SRSF12
CTNNB1	IRF2BPL
TRIM14	YBX3
CXCR4	RNF113A
VHL	ACTBL2
U2AF2	SCAF1
DLD	COPS7B
MIRLET7F1	YBX1
MIR19A	HNRNPA1
IQCF1	EHD4
PTPN3	EXPH5
MIR19A	HNRNPA2B1
MIR19A	HNRNPF
MAGEB10	RSL24D1
CUL4B	DOCK8
RABGEF1	UBR1
MAPK14	NRL
GPR156	ARRB2
GPANK1	IL37
CCDC117	BAG1
ATOH1	UBR5
NDUFS6	ZMYND19
ESR2	SEC61G
RAB18	CUL3
RABGAP1L	ACOT7
TPTE	CLCC1
CFB	RSPRY1
MIR19A	HNRNPH1
MIR19A	HNRNPH2
MIR19A	HNRNPH3
TRIM14	CUL1
MIR19A	HNRNPK
MIR19A	HNRNPL
RABGAP1L	OIP5
ESR2	MACF1
PDE4DIP	POF1B
ESR2	PHF3
MAGEB10	MRTO4
ATG9A	UBXN7
HERC2	RNPS1
BLVRA	DNASE1L2
DUSP22	CHP1
ULK4	ANKRD40
ESR2	BRD4
TRIM25	UCK2
ESR2	SEC11A
INSR	MARCH1
ZNF746	WBP11
MIR7-2	HNRNPA0
SH3PXD2A	SRSF12
MAGEB10	RPL26L1
FBXL5	CIAO1
ATOH1	GOLGB1
NELL2	POC1B
RCCD1	TUBA1A
DUSP22	PRAF2
MAGEB10	NOC2L
RUNX1	CLTC
MIRLET7F2	AIMP1
PPEF1	EMD
TRIM25	UBE2G1
BPNT1	TUBA4A
CASP3	ERP44
RGS3	CRAT
TRIM25	UBE2G2
TRIM25	TMEM189-UBE2V1
NR2F2	AKT1
NR2F2	AKT2
FGD6	ZBTB21
DENND4C	GIGYF2
TRIM25	UBTF
CD69	GNAO1
MIR7-2	SF3B2
MIR106B	PUF60
CCND3	STAP1
TRIM25	UGCG
TRIM25	UGDH
DDX31	SCGB1D2
DDX31	SCGB1D1
TRIM25	UCP2
VDAC1	COX7A2
SDHA	GANAB
PLA2G10	UTP6
DENND4C	SIPA1L1
FDPS	ZMPSTE24
CHD4	TUBA1A
TRIP4	CNDP2
HTR2C	EXTL3
PNLIPRP1	TMEM132A
TMCO3	SQLE
ZNF416	TUBA3D
CDH1	WWOX
LMNA	SLC13A3
FBXL5	COPS2
AURKAIP1	CSNK2A1
KIAA0930	RAB3IP
NEFL	DPP9
CHD4	RAB7A
AGMAT	ACAD9
LARP7	HIST1H2AH
PCDHAC2	KCNJ11
LARP7	HIST1H2BK
SLC15A1	PDS5B
PCDH20	POP4
TARDBP	PPP3CA
SLC15A1	PDXDC1
ZC3H18	SYF2
TMA16	C18orf25
TRIM35	OTUD5
RIPK4	GBF1
FBXO7	KHDRBS3
NCAPH2	FIGNL1
TES	SEC16A
EGFR	TOPAZ1
SRC	RPS6KA3
FBXO7	TSBP1
MIR15A	ERAL1
IFIT1B	MAP1A
MIR141	LIN28A
BRINP2	EDEM2
PIP4K2A	RAD18
PROZ	SDF2L1
TMCO3	TAP2
ZC3H18	U2AF2
MIR20B	KARS
CHRM4	ALG8
AAR2	PRSS56
PRDM5	CASC3
CDH1	ELP4
FBXO7	TCP1
FBXO7	TCP10
CDKN2A	TERT
GPATCH4	SURF6
FOXA1	DSG2
GGA1	RABGAP1L
ZC3H18	VIRMA
ALOX15	PRKDC
IL13RA2	COMMD3
TES	THRAP3
EFTUD2	EXOSC6
ESR2	RYBP
PCDHA12	CNNM1
KHDRBS2	KLHL42
ESR2	NOMO1
UBE3D	TSC22D3
ESR2	TMED3
PHIP	NEDD8
TCTN2	GALNT7
ESR2	FBXO46
ESR2	EXOSC2
HSDL2	DNAJC9
NDUFAF8	TRUB2
MIRLET7F1	NONO
DDX39B	LRRFIP2
ZNF517	TRIM28
PHLDB3	PSMD9
SCGB1D1	PLTP
MIR20A	LARP7
SCGB1D1	PLXNA1
SCGB1D1	PLXNA2
FTH1	IGKC
ESR2	SIRT3
SNRPN	PRPF4
GPR156	AMPD2
HIF1A	TUBA1A
MRPL38	ANGEL2
SYPL2	RTN2
G3BP1	LMNA
AMIGO3	FBXO2
LIMA1	NADK
CYBRD1	HDAC1
CYBRD1	HDAC2
CRACR2A	PLS1
IL31RA	NEU2
MAGI1	CGN
TPTE	EMC1
TPTE	CAND2
CHD4	SERPINB12
GDF5	SERPINB2
TRIM14	EIF3G
ANKRD34A	FAM110A
DPF2	PRMT1
TRIM14	DYNLL1
ZNF517	RNF41
CARD10	TMEM43
G3BP1	LPP
L3MBTL2	ZFY
ZBTB21	MTFR1L
ESR2	SRGAP2
PRG3	MKLN1
ESR2	SPECC1L
TRIM25	TUBB2A
CBLC	BAP1
CEP78	DCAF1
ESR2	MED13L
RNF31	YTHDC1
CBY1	SH3BP4
BMT2	NPRL3
HEXIM1	RPTOR
CRBN	SH3BP1
ESR2	ADNP
EMILIN1	TRAF6
TRIM25	HIRA
ZNRF4	PCNX3
MTM1	NDUFA9
COPS4	UBQLN1
ESR2	ARHGEF12
DEFA1	ARSB
NKAPD1	RALY
ESR2	PUM2
DUSP22	FBXO7
FPR2	TRIM4
CAMSAP2	PLEKHA7
ESR2	UFL1
ESR2	RRP8
SOX4	TERT
MIR1-2	EPRS
PPP2CA	INTS3
ADAM21	HSPA5
ESR2	DNAJC16
ESR2	SMCHD1
SLC39A12	GJA1
WASHC3	BLOC1S4
IKZF1	HSD17B4
ZNF490	RPL26L1
TRIM25	TSNAX
ESR2	UBR4
ESR2	HAUS5
ESR2	TBC1D30
HIST1H3A	HNRNPA1
TRIM25	TTC4
TRIM25	EIPR1
HIST1H3A	HNRNPAB
TMEM108	METAP2
FOXG1	TLE6
CCT7	DTL
U2AF2	FAM107B
MYCL	DPH1
PTPN11	TRMT2B
AXIN1	KRTAP10-3
CHD4	DEK
TRIM25	CCT3
TRIM25	TRIO
CHD4	DDX39B
CHD4	SBSN
BPNT1	TOP3A
APLF	HIST2H2AC
UBXN10	PPP4R3B
NKAPD1	ACIN1
SBDS	KLHL6
HEXIM1	U2AF1L4
POLDIP2	CLPX
NKAPD1	SNW1
CDH5	EXOG
EGLN3	SNAP47
RIPK4	DPM1
HRC	POF1B
UBE2A	SFPQ
GPATCH4	STAU1
UBE2A	SRSF3
FBXO7	CCT4
FBXO7	GNLY
GPAA1	SOAT1
MIR9-2	APOBEC3B
YIPF3	TMEM120B
BTRC	DYRK1A
FBXO7	DRAP1
FOXA1	DNMT1
FBXO7	PRPF8
MIR29B2	NONO
CSNK1E	PDE4DIP
NIT1	KIAA0391
EIF2AK2	HIST1H2AE
FBXO7	DDX17
MIR221	SF3B2
ENDOD1	STOM
RUNX1	CTPS1
ABHD11	BOLA3
KAT2A	CDK6
SLC22A9	SC5D
TSHB	TINAG
PTP4A1	FDFT1
NANOG	TENT2
ZCRB1	SF3B1
HBM	LACRT
AXIN1	MAP3K2
IGF1R	HDAC3
WDR60	DYNLRB2
POLR3GL	POLR3H
PCDH20	NMU
VWCE	ZNF430
CBX1	L3MBTL2
CDC34	CANX
TRIM25	XPNPEP1
UXS1	NUP85
MIR93	U2SURP
MAPK6	HLA-A
DPF2	HSP90AA2P
MAPK6	HLA-C
FBXO7	SNAP25
CPVL	ABHD12
SLX1A	UQCC2
AFF4	PBX2
SLC25A26	MARCH5
FBXO7	SNRPA
ATOH1	AGO1
TARDBP	PSMB10
FGA	AGTRAP
VWA5A	MCM8
MIR141	CPSF7
HNRNPL	RNF144A
KAT2A	CDKN2B
TRIM25	SPTSSA
ZNF354C	TRIM39
HNRNPL	PTDSS1
FBXO7	SMARCD1
DCUN1D2	RBX1
FBXW7	EGLN2
S100B	SRC
FBXO7	SON
ESR2	FKBP15
ESR2	SIN3B
FGF9	AFDN
MTCH2	HSP90AB1
MMP2	PAK4
MTCH2	HSPD1
ESR2	DNAJC13
PHF21A	ARNTL
GSK3B	ZNF281
C11orf24	VWA1
MTCH2	HSPA8
KIF1BP	KIF18B
MTCH2	HSPB1
ESR2	NCAPD3
LRRK2	SKA3
NOD2	ANXA2
P4HA2	PIK3CB
MTCH2	HSPA5
SCN3B	TUSC3
IL17RA	BCAS3
EYA4	SCO1
RPS14	ZBTB24
BCR	CSNK1A1
UXT	GPN3
DUSP23	RAB28
IL17RA	BCOR
IL17RA	ANKHD1-EIF4EBP3
TCTN2	CNNM1
MIR1-2	LRPPRC
PTPRE	ABI2
FPR2	CAMLG
AKTIP	SELENBP1
MIR1-2	SUGP2
MIRLET7D	RBM12B
TINAG	STK40
SNRPE	SF3B6
PPTC7	SARS2
BBS7	PER1
PTPRA	ATXN2
ESR2	EXOC7
PIGT	ARMC8
ESR2	MGA
MIR29B2	YBX1
CNDP1	SLC16A10
HNRNPL	CTIF
IFT81	TTC26
ZNF704	ING2
MIR19A	KNOP1
ARHGEF9	BCL6
ESR2	CAMSAP2
ESR2	TASOR
ESR2	NUP160
TRA2A	ZC3H18
HSPA8	RPRD2
L3MBTL2	CCT3
NTRK3	PAG1
MDM2	SUZ12
LIMA1	GIGYF2
ZNF704	IMPDH1
ESR2	COBL
ESR2	PDS5A
ESR2	BOP1
CBX1	SPRR1B
RHBDL1	MAGI2
PYCARD	ARIH2
RNF2	MARF1
LIMA1	SIPA1L1
SLC39A9	CDC23
IL17RA	PKN3
ESR2	SCFD1
CDH1	LSR
ARL6	SART1
MIR19A	IARS
FAM71D	TUBA3D
MX1	BCS1L
ESR2	SYNE2
ESR2	NUP210
RPS14	PUM3
PTPN6	CDK1
ESR2	DNAJC9
NPY2R	FLT4
CISD3	SCO2
RPS14	RBM19
ESR2	FAM168A
IL17RA	MKS1
NFIC	NFIC
TPTE	UBR4
MEPCE	HSP90AB2P
FTH1	IL1RN
ESR2	RRS1
MIRLET7D	KNOP1
VWCE	ZNF444
PPM1H	DEPDC1B
RAD18	CORO1C
HNRNPL	TBC1D4
HNRNPL	SMG7
NKX2-1	NUP133
PRKCZ	VCP
HNRNPL	TECPR2
HNRNPL	UBAP2L
SMURF1	CSNK1D
HEXIM1	CCAR2
PTCH1	GAR1
CHRNA3	MFAP3
CDC34	CAD
RUNX1	CSTF2
MAPK6	HBA1
MAPK6	HBB
MIR16-1	NONO
HEXIM1	LSM2
MBIP	OSGEP
GPI	TRAP1
ZNF618	GAPVD1
TLR5	MAN1A2
CLK2	SRRT
HNRNPL	TLK1
HNRNPL	ZC3H11A
NEDD4	MAPK14
NKAPD1	AP2A1
CDH5	POM121
ADGRG5	FAM3C
CDH1	CHMP5
HSPB1	CSNK2A1
PCGF1	MRE11
TRIM25	XPO1
HSPB1	CSNK2A2
HNRNPL	PLEKHM1
TRIM25	XRCC5
CD2BP2	SRSF6
ACTBL2	DCTN3
MED21	ULBP2
P4HA2	PKN3
USP8	SEC31A
CDH5	KEAP1
TLR2	BMPR1A
TRIAP1	PRELID3A
SIGLECL1	HEATR3
TRIM25	YY1
TRIM25	YWHAB
WWC1	PATJ
HNRNPL	FARP2
ANKRD34A	MELK
HNRNPL	CEP170
TRIM25	YWHAE
TRIM25	YWHAZ
CTNND1	BTRC
SIPA1L1	FAM110A
PFKFB2	RAB3IP
TRIM25	ZFX
DENND1A	SRSF12
PPM1H	WDR11
COMMD2	COMMD7
AVP	ST3GAL4
MAPK14	NF2
CD2BP2	SRSF1
CD2BP2	SRSF4
PPP6R2	RPS6KA3
MIR15A	RTCB
HSPA8	YTHDF3
PRDM14	STRN4
DENND4C	TANC2
ZNF746	PIAS4
TMEM63A	GHITM
MIR15A	SPOUT1
PCDHA12	FAM162A
CAPN6	CHRAC1
MTMR2	MTMR1
MIR93	HARS2
TNFRSF19	ZKSCAN1
EXT2	HLA-DPB1
RPS14	BMS1
CEP83	POTEC
GBP2	ADD1
MIRLET7F1	HNRNPM
FBXO7	RBM14
SDHA	PDSS1
PARK7	RAB1A
DCLRE1C	MTHFR
CCDC83	KLC1
PTPRO	SRPRB
NKX2-1	NDC1
DVL3	PPIE
SLC15A1	PDS5A
FBXO7	SSBP1
AXIN1	ENTR1
KBTBD4	KPNA6
SRSF12	FAM110A
WWC1	MAEA
IL13RA2	SH3BP4
MIR93	SF3B3
MIR93	SF3B1
SUPT5H	PDE5A
MAPK6	HP
ELSPBP1	OLIG1
CPNE7	RPS27A
MYO6	CLCN7
UBXN1	UBL4A
RRAD	STAT3
DENND4C	KCTD3
CCDC89	KNSTRN
RRS1	RPL35
FBXO7	SRM
CUL4B	PPAN
PCGF1	MLLT1
MYO6	AP2M1
CDKN2A	TSC1
MYO6	AP2S1
SOD1	TBCA
ZCRB1	LARP1
CCN2	ARIH1
FBXO7	STAT6
MCM7	GINS1
TRIM14	SLC25A11
CDC25B	TESK2
ASIC4	CLPTM1
PRG3	MAEA
ADAM21	HLA-B
SNRNP27	WDR5B
CHST14	FUT11
JUNB	RAD18
NIT1	PMPCB
LDHA	LDHC
MED12	PKP3
MIR19A	RBM12B
NRROS	TGFB1
MAP3K21	STUB1
PPIH	LSM6
YPEL1	STRIP1
HSPA8	KIF1B
DUSP26	HERC2
MTUS2	SCAF8
PRSS2	ITGA4
NEXN	MYO1D
HERC2	CHERP
GBP2	ADD3
RNF123	BCORL1
GNB3	GNB3
ARIH1	IQGAP1
CCDC69	CLTCL1
SLC7A6OS	OBSL1
DLST	SQSTM1
NCAPH2	ZNF318
SUCLG1	AARS2
ATP6V0C	FAM241B
DLST	TAX1BP1
FTH1	IVL
MGST3	HSPA12A
MIR9-1	FUS
FGF8	WDR11
APLNR	SFXN5
IKZF1	ARMC8
MAP3K21	CGN
H2AFX	PARP2
ESR2	LRCH1
ESR2	ZC3H3
